Sample,C,H,O,N,S,P,Calculated.m.z,AI,AI_Mod,DBE_1,DBE_O,DBE_AI,GFE,kmass.CH2,kdefect.CH2,NOSC,OtoC_ratio,HtoC_ratio,NtoC_ratio,PtoC_ratio,delGcox0,delGd0,delGcat0,delGan0,delGdis0,lambda0,delGcox,delGd,delGcat,delGan,delGdis,lambda,Dataset,global_dataset,sampleName,coreMSname,type,date_utc_YYYYMMDD,Latitude,Longitude,depth_m,N_mgL,N_species,N_value2,N_species2,N_units2,N_value3,N_species3,N_units3,N_value4,N_species4,N_units4,P_pool,P_species,P_units,C_mgL,C_species,GHG,GHG_species,GHG_units,DO_mgL,BDOC_%_mean,BDOC_sd,chla_ugL,bacterial_activity,bact_act_units,Respiration_mgDO_hr_L_sediment,Extraction_Efficiency(%;assumed_or_measured),Instrument(t),TARGET_carbon_normalization(ugCL-1)
ECA2_0026_09_p1.corems,19.1105091832548,30.1076927228977,7.56821629078143,0.223764823466438,0.122746945972059,0,386.772962925066,0.0198557202422417,0.100918085430841,5.16854523353915,-2.39967105724227,-2.74618282668077,80.7598719539515,386.341061241947,0.24481213214765,-0.717890243998303,0.4062745115348,1.58341109383326,0.0126958625987462,0,80.7598719539515,1552.91614945152,-9553.26785768501,-44.488120381809,468.849193496701,0.048088573102333,-147.481911947698,-2822.26941372473,-10312.7700955778,-52.7089173317565,465.509637521917,0.0431682269634109,ECA2,ECA2,ECA2_0026_09,ECA2_0026_09_p1.corems,sediment,20200818,42.35291,-85.353135,,,,,,,,,,,,,,,,56.6,NPOC,,,,,,,,,,,,,
ECA2_0026_10_p1.corems,19.6586881189117,30.2500794603769,7.66650367475952,0.188775836506098,0.0565618125474349,0,392.460680215864,0.0234683689993459,0.111786332690799,5.62803630697626,-2.03846736778325,-2.28380501683679,80.147551826634,392.022430029551,0.248805366521432,-0.696405327250314,0.400958416397876,1.5373734245825,0.011235566257043,0,80.147551826634,1591.19109139335,-9806.57094049004,-42.779541831832,468.103326765598,0.0472286637828982,-147.103598223633,-2899.5748568008,-10586.7286277596,-50.9061867944986,465.394435964409,0.0424635742491934,ECA2,ECA2,ECA2_0026_10,ECA2_0026_10_p1.corems,sediment,20200818,42.35291,-85.353135,,,,,,,,,,,,,,,,63.5,NPOC,,,,,,,,,,,,,
ECA2_0027_01_p1.corems,19.9148232821491,29.3774599858853,9.25818850260215,0.1946802986616,0.0707601754329307,0,420.650349036565,0.0211197417800345,0.121135779050682,6.32343343853725,-2.93475506406489,-3.20019553815942,73.6920777944645,420.180625668221,0.295579540203433,-0.469897466472438,0.47739856018316,1.46209969193128,0.0098956317783469,0,73.6920777944645,1489.72621332775,-9530.34244066354,-25.5569433306508,470.755647661342,0.0516832527761361,-144.610166299947,-2888.64439846672,-10321.0650853335,-34.2384395952174,465.327932612056,0.045937472046752,ECA2,ECA2,ECA2_0027_01,ECA2_0027_01_p1.corems,sediment,20200802,36.961203,-119.027938,,,,,,,,,,,,,,,,36.2,NPOC,,,,,,,,,,,,,
ECA2_0027_02_p1.corems,19.9919298103357,30.1934113500635,9.16399824321113,0.21317792312179,0.0575911004494933,0,420.729379429308,0.0171839188761047,0.100850410104139,6.00181309686477,-3.16218514634636,-3.43295416991764,75.2497330302976,420.2595664016,0.288380701958323,-0.524552036150797,0.468916084221285,1.50155105346383,0.0109864719720349,0,75.2497330302976,1522.16828602448,-9655.43057955898,-28.5299345962124,469.989517568516,0.0502792985064164,-145.162407251598,-2909.30270564112,-10447.9687200285,-36.9185412507242,465.356959629435,0.0448510777047126,ECA2,ECA2,ECA2_0027_02,ECA2_0027_02_p1.corems,sediment,20200802,36.961203,-119.027938,,,,,,,,,,,,,,,,35,NPOC,,,,,,,,,,,,,
ECA2_0027_03_p1.corems,20.0365079881786,30.2638439702502,9.27683709173343,0.237614780971856,0.0521971430015188,0,423.309884206492,0.0163568115469886,0.0956632917499658,6.02339339353943,-3.25344369819402,-3.54325562216739,74.8385501848801,422.837187668249,0.291061137533211,-0.510124567890533,0.474370029198777,1.50202509015543,0.0126302039605073,0,74.8385501848801,1518.64996968631,-9654.10677805948,-26.2193572017132,470.255946518132,0.0506611918383887,-144.912753898171,-2911.83385593822,-10447.2341323421,-34.4104780267172,465.404654879585,0.0452161270153302,ECA2,ECA2,ECA2_0027_03,ECA2_0027_03_p1.corems,sediment,20200802,36.961203,-119.027938,,,,,,,,,,,,,,,,92.6,NPOC,,,,,,,,,,,,,
ECA2_0027_04_p1.corems,19.9911057520487,30.6863106919546,8.73572307204632,0.217802909135343,0.119434049970261,0,416.408033433665,0.0176774886736348,0.096180515471466,5.75685186063909,-2.97887121140722,-3.31610817051283,76.9267226994424,415.943046506039,0.279232690183225,-0.583393778927801,0.449487687239322,1.52827107405483,0.0110840576596863,0,76.9267226994424,1556.65742688323,-9769.26596479772,-34.1868980663626,469.405593845297,0.0491435240250002,-145.961170049319,-2925.35463721831,-10564.0572585227,-42.7050779492102,465.328426620481,0.0438908599768043,ECA2,ECA2,ECA2_0027_04,ECA2_0027_04_p1.corems,sediment,20200802,36.961203,-119.027938,,,,,,,,,,,,,,,,38.9,NPOC,,,,,,,,,,,,,
ECA2_0027_05_p1.corems,19.670260599194,29.6355254373797,9.03234503894836,0.228028898611076,0.0486180322119562,0,414.122387478567,0.0160849730455948,0.101380322667633,5.96651232980968,-3.06583270913867,-3.3424796399617,75.0767948957934,413.65995151644,0.284403345778317,-0.518484031431353,0.468883820951688,1.49965225845881,0.0127242522017962,0,75.0767948957934,1493.61782320933,-9486.65603867496,-27.9609773820618,470.314304540492,0.0511588619279451,-145.00390479589,-2859.80907308999,-10265.3903957592,-36.2381403814623,465.390299823088,0.0456497702072422,ECA2,ECA2,ECA2_0027_05,ECA2_0027_05_p1.corems,sediment,20200802,36.961203,-119.027938,,,,,,,,,,,,,,,,22.7,NPOC,,,,,,,,,,,,,
ECA2_0027_06_p1.corems,19.6554176518696,30.7724425092643,8.49433387029072,0.16664912409426,0.0666387805851846,0,406.201298012915,0.0169426159397358,0.0794097749295396,5.35252095928458,-3.14181291100613,-3.37510081568558,78.7730747264773,405.747707481698,0.264617490698564,-0.648178060578141,0.439809611392109,1.56472825659943,0.0095860609255605,0,78.7730747264773,1560.01235471178,-9702.73339911955,-37.973866785715,468.331480593006,0.0483555648745204,-146.673613966568,-2887.95424556292,-10484.0470794654,-46.2472100094145,465.26714638577,0.0433774435059483,ECA2,ECA2,ECA2_0027_06,ECA2_0027_06_p1.corems,sediment,20200802,36.961203,-119.027938,,,,,,,,,,,,,,,,70.3,NPOC,,,,,,,,,,,,,
ECA2_0027_07_p1.corems,19.551664550274,30.1828777578038,8.33939572317661,0.182244982887497,0.150188138882921,0,404.773496239632,0.020774593749826,0.0918359977479046,5.55134816281588,-2.78804756036076,-3.12048068213117,78.1855157090546,404.321503910648,0.269130225949525,-0.62756195470367,0.432979187877561,1.54138640246148,0.0100709474323994,0,78.1855157090546,1539.68916230466,-9611.5502327342,-36.8819193259083,468.872325148976,0.0489584882824511,-146.607497232016,-2870.54555734697,-10391.4335813859,-45.4192220388828,465.320295430542,0.0438041402165389,ECA2,ECA2,ECA2_0027_07,ECA2_0027_07_p1.corems,sediment,20200802,36.961203,-119.027938,,,,,,,,,,,,,,,,38.6,NPOC,,,,,,,,,,,,,
ECA2_0027_08_p1.corems,19.5045193927079,30.085377373841,8.46899272651634,0.155335141863713,0.0770467148896146,0,403.467080715584,0.0227278246197553,0.0890526286085713,5.53949827671915,-2.92949444979717,-3.1618763065505,77.7993368957426,403.016544516112,0.267136057042738,-0.614011820903247,0.443634724133512,1.53678196080682,0.00880734326225726,0,77.7993368957426,1533.15037174526,-9579.03023959088,-34.9630087674137,468.779256147528,0.049529356841327,-146.331488494627,-2860.63777218409,-10355.1828285782,-43.3102119966081,465.269053864673,0.0443408375787449,ECA2,ECA2,ECA2_0027_08,ECA2_0027_08_p1.corems,sediment,20200802,36.961203,-119.027938,,,,,,,,,,,,,,,,57.6,NPOC,,,,,,,,,,,,,
ECA2_0027_09_p1.corems,19.1085681033727,29.451373865235,7.35738919310851,0.158496885745549,0.331033802306031,0,388.46146439921,0.01304345572397,0.105402858726285,5.46212961362808,-1.89525957948042,-2.38479026753201,80.5109323654818,388.027698134366,0.256758135308493,-0.709155521595851,0.384301608792468,1.54128317557736,0.00829359303250798,0,80.5109323654818,1539.8192173227,-9509.51870710009,-44.3440236224204,468.70780384557,0.0478131371888584,-148.032393433289,-2827.71178209495,-10279.8729567821,-53.2982097585913,465.28645825489,0.042771186505359,ECA2,ECA2,ECA2_0027_09,ECA2_0027_09_p1.corems,sediment,20200802,36.961203,-119.027938,,,,,,,,,,,,,,,,30.1,NPOC,,,,,,,,,,,,,
ECA2_0027_10_p1.corems,19.5316447685957,30.2526206428985,8.19679353720902,0.203290659683372,0.197948734778585,0,404.144347036752,0.00832478375598379,0.0878285487031679,5.50697977698825,-2.68981376022075,-3.09105315468271,78.7434302286323,403.693058820067,0.26842438980724,-0.647137902759029,0.422200693158897,1.54598166359046,0.010452863641081,0,78.7434302286323,1544.07620696271,-9621.4250490524,-37.2293692703147,469.335968698328,0.0483746000568211,-146.92494380382,-2871.06904162677,-10401.5758941759,-45.6385981635662,465.382885858807,0.0432952751650874,ECA2,ECA2,ECA2_0027_10,ECA2_0027_10_p1.corems,sediment,20200802,36.961203,-119.027938,,,,,,,,,,,,,,,,75.4,NPOC,,,,,,,,,,,,,
ECA2_0028_01_p1.corems,19.9005742114199,30.4000405426603,8.55705222370576,0.199635569155976,0.14605362408866,0,412.772004071615,0.0138875982674957,0.0992819527416816,5.80037172466778,-2.75668049903797,-3.10236969228261,77.4025875913163,412.311081720786,0.277298877227145,-0.600090792677762,0.436816528557635,1.52115709917297,0.0102451770927721,0,77.4025875913163,1553.25990592732,-9737.09879404157,-34.2752536870779,469.722951052653,0.0485961148123699,-146.266797520355,-2915.34619060895,-10530.0624141237,-42.7536375494904,465.321480942977,0.0433915213317922,ECA2,ECA2,ECA2_0028_01,ECA2_0028_01_p1.corems,sediment,20200817,39.362294,-123.734779,,,,,,,,,,,,,,,,8.9,NPOC,,,,,,,,,,,,,
ECA2_0028_02_p1.corems,19.3993835874543,29.4308689643236,8.49133572828092,0.174254219821714,0.126767545057415,0,403.757798668905,0.0109091965794824,0.1048836092612,5.77107621520335,-2.72025951307756,-3.0212812779567,76.7994689006095,403.306939509874,0.274024675737633,-0.578928733354714,0.446067772742793,1.51384101389699,0.00953158740149554,0,76.7994689006095,1502.43197343168,-9453.15932747252,-33.7588974905958,470.358222286347,0.050279966869377,-146.002664412731,-2837.4076712047,-10226.3419853485,-42.3239296665614,465.270823329856,0.0448073778369677,ECA2,ECA2,ECA2_0028_02,ECA2_0028_02_p1.corems,sediment,20200817,39.362294,-123.734779,,,,,,,,,,,,,,,,10.4,NPOC,,,,,,,,,,,,,
ECA2_0028_03_p1.corems,18.7802956141289,28.3875299777055,8.19418840490639,0.136791530203364,0.189966369407554,0,392.020398269498,0.0201776263168315,0.110313017609027,5.65492639037783,-2.53926201452858,-2.86601991413949,76.7319071620837,391.582643478521,0.269453591122772,-0.576558146038025,0.443826382651489,1.51170548156188,0.00736764711299248,0,76.7319071620836,1451.9039319283,-9142.94879057352,-32.9339476188104,469.627688980169,0.0522103294642448,-146.285904228801,-2749.78202374906,-9895.41831890118,-41.7902292739805,465.258142186812,0.0465528269598573,ECA2,ECA2,ECA2_0028_03,ECA2_0028_03_p1.corems,sediment,20200817,39.362294,-123.734779,,,,,,,,,,,,,,,,21.9,NPOC,,,,,,,,,,,,,
ECA2_0028_04_p1.corems,17.7955793909834,27.4945666541809,7.39438900994039,0.173794002821158,0.188123924137926,0,366.970371337284,0.00959059549915755,0.0956917294159685,5.13519306530352,-2.25919594463687,-2.62111387159595,78.9755635080606,366.56059433767,0.244230779267494,-0.655282930107392,0.419971711967066,1.54854836895576,0.0103027333321729,0,78.9755635080606,1409.60596243678,-8775.40024657312,-37.7283355000094,469.704179713121,0.0523705405314814,-147.010850042337,-2617.75685612093,-9486.97457340747,-46.0988973998079,465.265194759343,0.0468437216651303,ECA2,ECA2,ECA2_0028_04,ECA2_0028_04_p1.corems,sediment,20200817,39.362294,-123.734779,,,,,,,,,,,,,,,,11.5,NPOC,,,,,,,,,,,,,
ECA2_0028_05_p1.corems,19.4202229944347,29.5016747581609,8.64698835804018,0.169011297225056,0.0760236852830087,0,404.873078597945,0.0140888655586752,0.105196997283885,5.75389126396674,-2.89309709407343,-3.13813207658149,76.5650385518971,404.420971145644,0.274109364582401,-0.570703107084114,0.454720383511413,1.51706972175773,0.00928687116054339,0,76.5650385518971,1500.17502478983,-9450.51643748395,-32.1949218690397,470.459552726892,0.0506828584345503,-145.81601004437,-2837.08412573551,-10222.7137724456,-40.586114102288,465.310779957845,0.0451814008364525,ECA2,ECA2,ECA2_0028_05,ECA2_0028_05_p1.corems,sediment,20200817,39.362294,-123.734779,,,,,,,,,,,,,,,,16.8,NPOC,,,,,,,,,,,,,
ECA2_0028_06_p1.corems,19.0432054236911,29.6538946891328,7.93424863514411,0.172420584548308,0.18100344777832,0,392.506228733225,0.0167084870863542,0.0920875260956213,5.30246837139886,-2.63178026374523,-2.98520429607186,79.0489028962018,392.067936717182,0.25839973113179,-0.65785624197199,0.423832909819809,1.55632485605895,0.00960082093823322,0,79.0489028962018,1516.1299569834,-9416.084238761,-39.4701653135824,469.200490685557,0.0497408267353881,-147.060108327974,-2804.10864097165,-10177.2764036135,-48.0759312264746,465.284833206908,0.0444379060942234,ECA2,ECA2,ECA2_0028_06,ECA2_0028_06_p1.corems,sediment,20200817,39.362294,-123.734779,,,,,,,,,,,,,,,,23.5,NPOC,,,,,,,,,,,,,
ECA2_0028_07_p1.corems,19.15630356156,28.6231268993261,8.68465923035631,0.149623190369215,0.108076895743324,0,402.176479696734,0.028876635285536,0.114767058478116,5.91955170708152,-2.76510752327479,-3.02280760938733,75.1336651972751,401.727388859882,0.279113792820218,-0.520479480606139,0.463239882396757,1.48565906277032,0.0084233985267223,0,75.1336651972751,1456.90547942861,-9246.43258739564,-30.3254571363191,469.632329344784,0.0518342293520549,-145.362442573996,-2791.33700549158,-10010.1406050118,-39.2894812211275,465.272259429888,0.0461221338216054,ECA2,ECA2,ECA2_0028_07,ECA2_0028_07_p1.corems,sediment,20200817,39.362294,-123.734779,,,,,,,,,,,,,,,,9.4,NPOC,,,,,,,,,,,,,
ECA2_0028_08_p1.corems,18.2740758306494,27.953230742564,7.68289613241276,0.100940010538815,0.277812043793567,0,379.636563653702,0.0236933301344295,0.111868952502871,5.34793046463678,-2.33496566777599,-2.71371772210837,78.055311520554,379.212650677179,0.258973700719463,-0.622993386686103,0.427687931652098,1.52732418930698,0.00556723784913107,0,78.055311520554,1436.2031118064,-8973.98154611058,-39.3046989247818,469.247171829894,0.0516049749176934,-147.026773054652,-2690.07982501548,-9711.16782682037,-48.6948603315608,465.214858919301,0.0459224129693484,ECA2,ECA2,ECA2_0028_08,ECA2_0028_08_p1.corems,sediment,20200817,39.362294,-123.734779,,,,,,,,,,,,,,,,10.5,NPOC,,,,,,,,,,,,,
ECA2_0028_09_p1.corems,18.1825653229636,27.7622138593865,6.92019699364388,0.112994636428263,0.398225783009616,0,370.165296819016,0.0217813050015414,0.119265199852524,5.35795571148447,-1.56224128215942,-2.0734617015973,80.0429922493642,369.751965911735,0.249333687819561,-0.69273657015313,0.384648437408,1.52825861761457,0.00635507673319492,0,80.0429922493642,1460.82064428335,-9034.2096978561,-44.6945916923829,469.551506680389,0.0506862772742293,-148.091913673334,-2693.75746908531,-9772.06914511642,-54.1589983181675,465.244276013976,0.0450965143077897,ECA2,ECA2,ECA2_0028_09,ECA2_0028_09_p1.corems,sediment,20200817,39.362294,-123.734779,,,,,,,,,,,,,,,,18.3,NPOC,,,,,,,,,,,,,
ECA2_0028_10_p1.corems,18.5894501095531,28.2634874252534,8.04705066921471,0.14243663023628,0.116373582664299,0,384.977918443302,0.0206103364371327,0.106694838476906,5.52892471204447,-2.51812595717026,-2.77693617007084,77.213895329531,384.548029523629,0.259737392262148,-0.593470011562494,0.442537974948607,1.51842066650464,0.00864191626939653,0,77.213895329531,1448.95971898346,-9089.0837450994,-34.7961949180146,469.615814509161,0.0518193999346606,-146.20010876188,-2723.44078000027,-9830.76240391614,-43.4212986096149,465.220835976763,0.0462326593655312,ECA2,ECA2,ECA2_0028_10,ECA2_0028_10_p1.corems,sediment,20200817,39.362294,-123.734779,,,,,,,,,,,,,,,,12.2,NPOC,,,,,,,,,,,,,
ECA2_0029_01_p1.corems,18.2023438414968,28.1961820668231,7.19090557560195,0.164060882920147,0.326524958012322,0,373.592624267946,0.00970960353528029,0.0942480150275478,5.18628324954535,-2.00462232605661,-2.49520816698908,79.9511230215403,373.175459283494,0.248989108199583,-0.689513088475099,0.397177246546274,1.55042334531283,0.00937400974221318,0,79.9511230215403,1458.67177664103,-9031.67881925587,-41.2155498572164,469.391391612529,0.0504941924986354,-147.760051670286,-2690.26802938622,-9765.423478004,-49.968861260793,465.322437647832,0.0451385356421377,ECA2,ECA2,ECA2_0029_01,ECA2_0029_01_p1.corems,sediment,20200811,37.291338,-75.930958,,,,,,,,,,,,,,,,84.6,NPOC,,,,,,,,,,,,,
ECA2_0029_02_p1.corems,18.6181167830463,29.3035980763274,7.22702991273498,0.185600906249717,0.336579605111109,0,380.89888126357,0.00813129698782018,0.0837375563158331,5.05911819800748,-2.16791171472749,-2.69009222608831,80.9974369250174,380.473557374915,0.248880752779267,-0.72622585701815,0.390346500972396,1.57685957411754,0.0104207905000769,0,80.9974369250174,1510.83036719145,-9300.26566570944,-43.9431871681062,468.836810125459,0.0488452628904904,-148.143617593436,-2758.68283861732,-10050.1631665128,-52.5851083817576,465.294172676879,0.0437607435496741,ECA2,ECA2,ECA2_0029_02,ECA2_0029_02_p1.corems,sediment,20200811,37.291338,-75.930958,,,,,,,,,,,,,,,,94.6,NPOC,,,,,,,,,,,,,
ECA2_0029_03_p1.corems,19.6598508950875,27.7860908971507,9.20631714806443,0.148364106429324,0.12101897498077,0,416.115489750488,0.0248545862764298,0.154761428858682,6.84098749972682,-2.36532964833761,-2.6347127297477,72.1331661431689,415.650833002031,0.304247694594944,-0.415198812041008,0.476878570732967,1.40619344515752,0.00768898390058918,0,72.1331661431689,1433.04930942929,-9284.00089403593,-25.0521168806673,471.120552313127,0.052419002978497,-144.200718238866,-2840.34328431104,-10068.3949539868,-34.431783294041,465.250113997331,0.0464212258753226,ECA2,ECA2,ECA2_0029_03,ECA2_0029_03_p1.corems,sediment,20200811,37.291338,-75.930958,,,,,,,,,,,,,,,,54.3,NPOC,,,,,,,,,,,,,
ECA2_0029_04_p1.corems,19.2763965482074,27.543641917138,9.10194854580812,0.153655128988762,0.0710427854903747,0,408.076572847821,0.0191822417976977,0.143468298260076,6.58140315413281,-2.52054539167532,-2.74524330615446,72.4062920853782,407.620888855285,0.295229314807015,-0.424782178434322,0.483036350312698,1.42389839198327,0.00854988312990299,0,72.4062920853782,1411.36248708278,-9123.63133333035,-23.5260327925744,471.658915070584,0.0534512069138341,-144.140711249422,-2785.23197121463,-9890.49678083923,-32.438341210216,465.324674932226,0.0474076358815013,ECA2,ECA2,ECA2_0029_04,ECA2_0029_04_p1.corems,sediment,20200811,37.291338,-75.930958,,,,,,,,,,,,,,,,45.4,NPOC,,,,,,,,,,,,,
ECA2_0029_05_p1.corems,19.5286936279445,29.6409409115648,8.97318719902251,0.192024316015275,0.100969685182226,0,412.652433015603,0.00837905798310621,0.0904037751188771,5.80423533016973,-3.16895186885279,-3.4619458700503,75.2945833822403,412.191637399962,0.283992581341458,-0.52612573271019,0.472050714833872,1.51343182380572,0.0103707355600259,0,75.2945833822403,1488.70202032567,-9437.66779522709,-27.2492635224651,471.24880332036,0.0515282095832278,-145.322597781068,-2845.05012422258,-10214.276178913,-35.5810502680451,465.330461737019,0.0458331510454839,ECA2,ECA2,ECA2_0029_05,ECA2_0029_05_p1.corems,sediment,20200811,37.291338,-75.930958,,,,,,,,,,,,,,,,46.8,NPOC,,,,,,,,,,,,,
ECA2_0029_06_p1.corems,16.8938730691126,25.3061432394205,7.11066332851862,0.0986218456384793,0.424109102467804,0,355.898473164148,0.015832456637803,0.0989379871431722,5.29011237222165,-1.82055095629698,-2.34328190440326,77.3714576034785,355.501061874448,0.254368568530053,-0.598998512402754,0.417720095783418,1.51554407830704,0.00576452979244176,0,77.3714576034785,1302.01143202265,-8211.16729545904,-36.0610410510398,469.052945357308,0.0570039922328871,-147.374499817098,-2483.03930892924,-8899.14692059886,-45.8290400783979,465.224326228874,0.0507938471557371,ECA2,ECA2,ECA2_0029_06,ECA2_0029_06_p1.corems,sediment,20200811,37.291338,-75.930958,,,,,,,,,,,,,,,,43.3,NPOC,,,,,,,,,,,,,
ECA2_0029_07_p1.corems,20.0725549600036,30.2473312762637,9.03726601990354,0.231657740729537,0.095062368708145,0,421.180960294642,0.0120812970947355,0.10254507949056,6.06471819223651,-2.97254782766704,-3.29926793710472,75.5538324196688,420.710643123906,0.288808159732164,-0.535222190163812,0.458593844058181,1.49890165167284,0.0119776691865551,0,75.5538324196688,1532.07455047849,-9706.82581858893,-28.6972850995358,470.020642552451,0.0495559765626515,-145.331945622105,-2923.33357113598,-10503.3440251032,-36.9955427263719,465.295699711935,0.0442465014734331,ECA2,ECA2,ECA2_0029_07,ECA2_0029_07_p1.corems,sediment,20200811,37.291338,-75.930958,,,,,,,,,,,,,,,,131.8,NPOC,,,,,,,,,,,,,
ECA2_0029_08_p1.corems,19.1190610853647,28.4212258542771,8.26675530402644,0.164916605513409,0.208247999539822,0,398.258583918571,0.0183858616130984,0.12450810511218,5.99090646098279,-2.27584884304364,-2.64901344809687,76.2182699043441,397.813868266554,0.276943938984661,-0.558535786117334,0.436382807737055,1.48214433651735,0.00867460131312021,0,76.2182699043441,1465.70876221972,-9266.92553545674,-33.1796058297939,470.314376669668,0.0510692869448016,-146.015824352377,-2793.97449225128,-10032.5367628896,-42.1486207412024,465.299957405459,0.0454382480382825,ECA2,ECA2,ECA2_0029_08,ECA2_0029_08_p1.corems,sediment,20200811,37.291338,-75.930958,,,,,,,,,,,,,,,,62.5,NPOC,,,,,,,,,,,,,
ECA2_0029_09_p1.corems,19.508362078666,26.2741830405412,9.72247799332731,0.127386950463046,0.105749121132045,0,420.247880497574,0.0304374928690633,0.18089730872666,7.43496403362699,-2.28751395970032,-2.52065003129541,68.6089217886728,419.778609751593,0.322955308885763,-0.291541115392027,0.508583167283625,1.34099617883873,0.00691258726957315,0,68.6089217886728,1354.06792021021,-8987.84710212658,-17.6428881505358,473.015354403226,0.0546937705019748,-142.763051378944,-2791.37268390008,-9766.41663029092,-27.4806488875326,465.319031534594,0.0481381949581141,ECA2,ECA2,ECA2_0029_09,ECA2_0029_09_p1.corems,sediment,20200811,37.291338,-75.930958,,,,,,,,,,,,,,,,76.8,NPOC,,,,,,,,,,,,,
ECA2_0029_10_p1.corems,19.695308415162,27.4464439193675,8.82663375626021,0.131431901550188,0.154361823501818,0,410.95460883876,0.0289003712036007,0.171406019487811,7.03780240625329,-1.78883135000694,-2.07462507505894,72.7135406416813,410.49571825358,0.300191721656445,-0.435562829532674,0.456809436602596,1.38740095563076,0.00708102734352364,0,72.7135406416813,1446.69657350726,-9337.31985209428,-25.8904343935408,472.241904347907,0.0516849253625268,-144.514302575362,-2851.92261232096,-10125.1392578563,-35.2417735509887,465.288886953397,0.0456815062022348,ECA2,ECA2,ECA2_0029_10,ECA2_0029_10_p1.corems,sediment,20200811,37.291338,-75.930958,,,,,,,,,,,,,,,,48.4,NPOC,,,,,,,,,,,,,
ECA2_0033_01_p08.corems,18.6411877512762,22.4008976704882,9.7714304929604,0.0930873539663684,0.0781033877280524,0,405.35699452387,0.0509598388173234,0.265958354342221,8.48728259301526,-1.28414789994512,-1.45533864163954,63.3297661394549,404.904349134721,0.336220801273685,-0.106307583840528,0.532954261469334,1.19853478753342,0.00549281652755264,0,63.3297661394549,1193.1068050475,-8255.16190110307,-11.8185818007668,473.547964798617,0.0606432166184859,-140.663965585177,-2627.02090104638,-8999.35032943294,-22.8313637754603,465.236187768409,0.0530685780580583,ECA2,ECA2,ECA2_0033_01,ECA2_0033_01_p08.corems,sediment,20200810,42.5237283,-71.1849354,,,,,,,,,,,,,,,,17.4,NPOC,,,,,,,,,,,,,
ECA2_0033_02_p08.corems,18.7044143844166,20.1455511336179,10.6821524375555,0.100148192983163,0.0691698430561873,0,418.222888696488,0.0691643775594457,0.328129541464315,9.6817129140993,-1.00043952345615,-1.1697575594955,57.4334185541001,417.755875438719,0.372596988348052,0.100581805119297,0.577845871189397,1.08075926382835,0.00561120056153732,0,57.4334185541,1080.6363541935,-7897.93931526216,-8.95024287063622,472.401911689585,0.0630150400280871,-138.269090553164,-2588.46713962763,-8644.01485348789,-21.7492551569376,465.206025726198,0.0548964286358852,ECA2,ECA2,ECA2_0033_02,ECA2_0033_02_p08.corems,sediment,20200810,42.5237283,-71.1849354,,,,,,,,,,,,,,,,25.3,NPOC,,,,,,,,,,,,,
ECA2_0033_03_p08.corems,18.8504347197989,20.7575503291339,10.4075733148189,0.0755060006323954,0.0824363217854578,0,416.279141564588,0.0696825622426697,0.318404700109826,9.50941255554824,-0.898160759270603,-1.05610308168846,59.3232861023164,415.814300191152,0.36468611865843,0.0342706630766175,0.558078327880553,1.10526757402512,0.0043687059445415,0,59.3232861023164,1123.88508564368,-8074.69139536122,-11.4854411586697,472.108609053144,0.0614390156824739,-139.107411506261,-2624.18963307764,-8828.11560429968,-23.9705954218877,465.194190719552,0.0536113999266145,ECA2,ECA2,ECA2_0033_03,ECA2_0033_03_p08.corems,sediment,20200810,42.5237283,-71.1849354,,,,,,,,,,,,,,,,24.4,NPOC,,,,,,,,,,,,,
ECA2_0033_04_p08.corems,18.9589227791102,24.6342411730914,9.19705832915374,0.118625697503145,0.0793382981408332,0,402.63069858355,0.0347048272387146,0.216081453878126,7.70111504131599,-1.49594328783776,-1.69390728348174,68.2268095731187,402.181096594179,0.312736500244955,-0.278133669232233,0.495364511543609,1.29998294167852,0.00729753624143042,0,68.2268095731187,1306.40181212113,-8703.20405976397,-15.9841217280121,473.545296092826,0.0570498994568396,-142.547691489672,-2708.19621968147,-9459.11620806433,-25.626936674804,465.302944854998,0.0502263055876409,ECA2,ECA2,ECA2_0033_04,ECA2_0033_04_p08.corems,sediment,20200810,42.5237283,-71.1849354,,,,,,,,,,,,,,,,27.1,NPOC,,,,,,,,,,,,,
ECA2_0033_05_p08.corems,18.8275175634429,22.3756898268617,9.93806277852184,0.0879139742814708,0.0496539579682344,0,409.250785942743,0.0527928760386709,0.27357755849602,8.68362963715287,-1.25443314136898,-1.39200107361868,62.9120579192194,408.793792207143,0.34083513230728,-0.0916511550603308,0.536463363086699,1.18598397167557,0.00508558182251924,0,62.9120579192194,1196.18997036017,-8308.44213508305,-12.3435765229724,472.941445601739,0.0600804751515698,-140.438631192911,-2648.80179533261,-9059.14518788199,-23.5109113751048,465.217433210609,0.0526078983329788,ECA2,ECA2,ECA2_0033_05,ECA2_0033_05_p08.corems,sediment,20200810,42.5237283,-71.1849354,,,,,,,,,,,,,,,,24.3,NPOC,,,,,,,,,,,,,
