Sample,C,H,O,N,S,P,Calculated.m.z,AI,AI_Mod,DBE_1,DBE_O,DBE_AI,GFE,kmass.CH2,kdefect.CH2,NOSC,OtoC_ratio,HtoC_ratio,NtoC_ratio,PtoC_ratio,delGcox0,delGd0,delGcat0,delGan0,delGdis0,lambda0,delGcox,delGd,delGcat,delGan,delGdis,lambda,Dataset,global_dataset,sampleName,coreMSname,type,date_utc_YYYYMMDD,Latitude,Longitude,depth_m,N_mgL,N_species,N_value2,N_species2,N_units2,N_value3,N_species3,N_units3,N_value4,N_species4,N_units4,P_pool,P_species,P_units,C_mgL,C_species,GHG,GHG_species,GHG_units,DO_mgL,BDOC_%_mean,BDOC_sd,chla_ugL,bacterial_activity,bact_act_units,Respiration_mgDO_hr_L_sediment,Extraction_Efficiency(%;assumed_or_measured),Instrument(t),TARGET_carbon_normalization(ugCL-1)
Behnke2022_2020February20NegESI_FW_BL_0724_i.corems,19.6269154998447,16.3713307594253,9.7502511286198,0.0884468169804421,0.0466312011385656,0,409.699004143352,0.29504216981138,0.50944741030171,12.4854735286222,2.73522240000239,2.60014438188338,55.3494690922625,409.241520258618,0.387268431019302,0.173702838867983,0.499845769923013,0.844858560226821,0.00448334421389993,0,55.3494690922625,1084.1014356362,-8122.71427600706,-4.71360408016161,473.723062409626,0.0611316260235464,-137.408796288567,-2695.73141685403,-8905.2142888689,-17.6519989117202,465.15551580462,0.0531238628255129,Behnke2022,BEHNKE2022,X2020February20NegESI_FW_BL_0724_i_100scans_132msAccTime_done.csv.RelAbun,Behnke2022_2020February20NegESI_FW_BL_0724_i.corems,mineral_leachate,20180724,,,,,,,,,,,,,,,,,,,,,,,,3.6,,,,,,60,21,40
Behnke2022_2020February20NegESI_FW_OaL_0724_i.corems,22.1067814021935,18.641443097865,10.5147299300457,0.0798871068081093,0.0580779184305666,0,454.219157174466,0.295365369934083,0.505843014823598,13.8260034066651,3.31127347661929,3.17330845138061,56.78947011587,453.711952901142,0.423458788867156,0.123176487162459,0.47803922107929,0.851104668583445,0.00393533547478648,0,56.78947011587,1254.83965184617,-9260.64232071853,-7.37800471189317,473.289799278627,0.0541426168602171,-138.028927327986,-3050.91668280167,-10143.0218410537,-20.1219525919259,465.161021816128,0.047126451192514,Behnke2022,BEHNKE2022,X2020February20NegESI_FW_OaL_0724_i_100scans_132msAccTime_trunc_done.csv.RelAbun,Behnke2022_2020February20NegESI_FW_OaL_0724_i.corems,organic_leachate,20180724,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,60,21,40
Behnke2022_2020February20NegESI_FW_Oe2L_0724_i.corems,20.762849839403,17.038720866773,10.180282391286,0.0235936112160071,0.0282522289413141,0,429.38538395765,0.30419498705898,0.515996031155913,13.2552862116245,3.07500382033854,3.02315798018121,55.8672371568232,428.905908481134,0.405910602198255,0.155535538357077,0.49337364160438,0.838605905456412,0.00114918583011302,0,55.8672371568232,1153.69966290711,-8615.48894128628,-5.25867035805474,472.750302427234,0.0580783557238928,-137.720663674266,-2856.45874917173,-9445.23072106069,-18.1978264852134,465.148098983169,0.0505613023089956,Behnke2022,BEHNKE2022,X2020February20NegESI_FW_Oe2L_0724_i_100scans_132msAccTime_done.csv.RelAbun,Behnke2022_2020February20NegESI_FW_Oe2L_0724_i.corems,organic_leachate,20180724,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,60,21,40
Behnke2022_2020February20NegESI_Fen_Oe1L_0724_i_L.corems,21.1782865524444,18.6349696062469,10.2708569138827,0.0447570645852959,0.0119639804803919,0,437.20368007173,0.256802695928482,0.479749578273538,12.8831802816136,2.61232336773092,2.55560232266523,57.3145546732834,436.715474547463,0.402090589804598,0.104752467604093,0.491836039498172,0.887184103122278,0.00224277700443525,0,57.3145546732834,1218.19979288969,-8924.80089985679,-3.82885472083146,475.621002953722,0.0569916724914996,-138.210478622308,-2928.75729041522,-9769.64463355968,-15.964397773888,465.164103301767,0.0494923570281744,Behnke2022,BEHNKE2022,X2020February20NegESI_Fen_Oe1L_0724_L_125scans_115msAccTime_SFN_done.csv.RelAbun,Behnke2022_2020February20NegESI_Fen_Oe1L_0724_i_L.corems,organic_leachate,20180724,,,,,,,,,,,,,,,,,,,,,,,,6.69,,,,,,60,21,40
Behnke2022_2020February20NegESI_Fen_OiL_0724_i.corems,18.914161625984,17.5346700338746,9.40258346314891,0.0341899028542366,0.0637304357005084,0,396.544419834288,0.222823758017715,0.445516188151699,11.1639215604738,1.76133809732489,1.66341775877014,58.2046741899757,396.101619091927,0.362358446514749,0.0735202038604951,0.501589945668285,0.943867012196132,0.00181934931655679,0,58.2046741899757,1097.75891308381,-8003.05079506307,-6.94274577126291,473.982003316066,0.062235892930912,-138.729221496825,-2621.93675915582,-8759.92450368496,-19.3141487024975,465.164323120726,0.0541566498509542,Behnke2022,BEHNKE2022,X2020February20NegESI_Fen_OiL_0724_i_100scans_165msAccTime_SFN_done.csv.RelAbun,Behnke2022_2020February20NegESI_Fen_OiL_0724_i.corems,organic_leachate,20180724,,,,,,,,,,,,,,,,,,,,,,,,4.26,,,,,,60,21,40
Behnke2022_2020February20NegESI_Up_BsL_0724_i.corems,18.2961804864683,18.6893719494917,10.5218373377927,0.0415595470332573,0.0305452296992658,0,407.236951722601,0.0855999369490339,0.360605656707493,9.97227428523914,-0.549563052553576,-0.621667829286099,56.0173719837286,406.782212263615,0.370003937022222,0.150267649693735,0.580571785226859,1.02098919319768,0.00229333104663225,0,56.0173719837286,1030.86763627616,-7638.99704961263,-1.84859353247734,476.556381812144,0.0649827099810332,-137.721038233058,-2522.2203133199,-8369.5597144584,-14.3274133424133,465.18853889709,0.0562635314655249,Behnke2022,BEHNKE2022,X2020February20NegESI_Up_BsL_0724_i_100scans_132msAccTime_not_truncated_done.csv.RelAbun,Behnke2022_2020February20NegESI_Up_BsL_0724_i.corems,mineral_leachate,20180724,,,,,,,,,,,,,,,,,,,,,,,,1.54,,,,,,60,21,40
Behnke2022_2020February20NegESI_Up_OiL_0724_i.corems,18.5326392623663,19.4670239773334,8.96547967279511,0.114687441035416,0.0552742212638778,0,387.779038634131,0.168537245201239,0.380484829827421,9.8564709942173,0.890991321422191,0.721029659122897,61.4947742330967,387.346032267854,0.334736877536357,-0.0419219029156758,0.492546842238224,1.05112733720345,0.00604477789324217,0,61.4947742330967,1148.3395827048,-8082.05445690906,-10.0509812413629,473.50140894637,0.0617420279862108,-139.827281950093,-2594.74569941878,-8820.13083648053,-21.4432772497529,465.191519302584,0.0539445444910178,Behnke2022,BEHNKE2022,X2020February20NegESI_Up_OiL_0724_i_100scans_132msAccTime_done.csv.RelAbun,Behnke2022_2020February20NegESI_Up_OiL_0724_i.corems,organic_leachate,20180724,,,,,,,,,,,,,,,,,,,,,,,,3.04,,,,,,60,21,40
Behnke2022_2020February21NegESI_FW_Spruce_Thru_0630_i.corems,21.051931315716,20.515677846033,9.84928864828374,0.00182870206255138,0.00812117854903538,0,430.115902284656,0.222803005928161,0.433935359681248,11.7950067437307,1.94571809544707,1.93576821483549,60.9850033445888,429.635606722186,0.37734482742457,-0.0240352050732836,0.471719061344509,0.96855386483175,6.2341601899265e-05,0,60.9850033445888,1292.0995627938,-9139.90555936762,-7.5877537997844,475.59849107249,0.0569715218874933,-139.759871087946,-2945.4578481315,-9981.2625341005,-18.9629160667505,465.160318005891,0.0495995252890627,Behnke2022,BEHNKE2022,X2020February21NegESI_FW_Spruce_Thru_0630_i_100scans_150msAccTime_done.csv.RelAbun,Behnke2022_2020February21NegESI_FW_Spruce_Thru_0630_i.corems,throughflow,20180630,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,,,,60,21,40
Behnke2022_2020February21NegESI_Up_Hem_thru_0630_i.corems,21.6519015236713,19.9766723443654,10.5634609544687,0.00121968521696364,0.00694107518223343,0,448.14918814732,0.234263539921611,0.45871863059365,12.6641751940972,2.10071423962847,2.09255347922927,58.5583506944276,447.648752957412,0.40530294137803,0.0611105019499096,0.488685854084549,0.917092656223892,4.10078329108453e-05,0,58.5583506944276,1272.32762491564,-9213.27371073428,-4.50024876034327,475.926383478192,0.0570554819360076,-138.78178041971,-3006.62664618041,-10078.5789840722,-16.3883287903049,465.159599815711,0.0495540855944115,Behnke2022,BEHNKE2022,X2020February21NegESI_Up_Hem_thru_0630_i_100scans_150msAccTime_done.csv.RelAbun,Behnke2022_2020February21NegESI_Up_Hem_thru_0630_i.corems,throughflow,20180630,,,,,,,,,,,,,,,,,,,,,,,,6.78,,,,,,60,21,40
Behnke2022_2020February21NegESI_Up_Spruce_thru_0630_i.corems,20.9173009526158,19.9899434010884,10.0538825358694,0.00139947664607605,0.00439387226065321,0,431.117771179934,0.219444245877808,0.439449315734007,11.9230289903947,1.86914645452531,1.86335310561858,59.7951585460559,430.636356670413,0.383515321361346,0.0177137352261091,0.484083189881294,0.951033559057245,4.91508055953228e-05,0,59.7951585460559,1257.5852238571,-8994.66442099085,-5.63655419461306,476.097278030779,0.0578087271782476,-139.27302190251,-2915.94096597734,-9830.51062427907,-17.2104599138552,465.162840614797,0.0502507251888595,Behnke2022,BEHNKE2022,X2020February21NegESI_Up_Spruce_thru_0630_i_100scans_150msAccTime_done.csv.RelAbun,Behnke2022_2020February21NegESI_Up_Spruce_thru_0630_i.corems,throughflow,20180630,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,60,21,40
Behnke2022_2020February22NegESI_FW_Hem_needle_L_0805_i.corems,23.8115427410549,22.8663966435356,10.0047410405742,0.00613528250332678,0.0227626063325776,0,468.615222514503,0.268453846030296,0.441278843266718,13.3814120605388,3.37667101996461,3.3477731311287,63.6303982893378,468.091937211572,0.403126331498951,-0.116856080327646,0.424043549556769,0.968323944668013,0.000272062328034866,0,63.6303982893378,1515.43605709865,-10516.4191747942,-3.87924104312698,481.571481620347,0.0501158174263659,-140.848030458344,-3353.63193734559,-11468.4461490082,-13.8862676719803,465.176773573532,0.0433558008514932,Behnke2022,BEHNKE2022,X2020February22NegESI_FW_Hem_needle_L_0805_i_100scans_100msAccTime_DOM.csv.RelAbun,Behnke2022_2020February22NegESI_FW_Hem_needle_L_0805_i.corems,veg_leachate,20180508,,,,,,,,,,,,,,,,,,,,,,,,43.77,,,,,,60,21,40
Behnke2022_2020February22NegESI_FW_Hem_thru_0630_i.corems,19.457514022471,17.8864569104826,9.28675693714922,0.00367406058705293,0.00537018429211252,0,399.273339108984,0.252693409999903,0.4687243877036,11.5161225975231,2.22936566037387,2.2203214154947,58.7417053300464,398.827489531451,0.360529388638322,0.0546770059632709,0.483632468645925,0.913747778666644,0.000186330284178592,0,58.7417053300464,1153.0867394014,-8311.61701935418,-4.5211794544357,476.139190956817,0.0623880588360602,-138.847513566641,-2705.67330010274,-9089.08725335084,-16.3414121684524,465.161597105546,0.0541625858996855,Behnke2022,BEHNKE2022,X2020February22NegESI_FW_Hem_thru_0630_i_100scans_269msAccTime_done.csv.RelAbun,Behnke2022_2020February22NegESI_FW_Hem_thru_0630_i.corems,throughflow,20180630,,,,,,,,,,,,,,,,,,,,,,,,9.53,,,,,,60,21,40
Behnke2022_2020February22NegESI_FW_Spruce_bark_L_0805_i.corems,20.281967302648,18.0897825579826,9.14377709451134,0.0021953538815851,0.00135851029650478,0,406.935776807098,0.300470387588762,0.503440400895126,12.2381737005975,3.09439660608617,3.09084274190808,59.1156045653825,406.481370141017,0.366660844752724,0.0415577345479816,0.457038961393102,0.87288036568035,8.45883734991419e-05,0,59.1156045653825,1217.10099902126,-8713.90350566163,-5.85834123059242,476.547620632811,0.0596346216084496,-138.991967154392,-2826.30485793281,-9524.21261508986,-17.6982894085848,465.153716913632,0.0517005689087267,Behnke2022,BEHNKE2022,X2020February22NegESI_FW_Spruce_bark_L_0805_i_100scans_100msAccTime_done.csv.RelAbun,Behnke2022_2020February22NegESI_FW_Spruce_bark_L_0805_i.corems,veg_leachate,20180508,,,,,,,,,,,,,,,,,,,,,,,,14.3,,,,,,60,21,40
Behnke2022_2020February22NegESI_FW_spruce_needle_L_0805_i.corems,25.8895469848108,26.65562644831,10.9458667932899,0.040119603860399,0.0217005083180541,0,512.865307644338,0.20434605609452,0.383914732335057,13.581793562586,2.63592676929602,2.57410665711757,65.3954214813185,512.292601589984,0.427548088917312,-0.178786718642755,0.42917112582753,1.04538130516184,0.0019436585101528,0,65.3954214813185,1692.2434746392,-11581.4864667422,0.104741769740763,484.76686765713,0.0463782320034394,-141.48772652355,-3662.7481301809,-12615.137457853,-8.85951947330712,465.268661171358,0.0400777455685789,Behnke2022,BEHNKE2022,X2020February22NegESI_FW_spruce_needle_L_0805_i_100scans_100msAccTime_DOM.csv.RelAbun,Behnke2022_2020February22NegESI_FW_spruce_needle_L_0805_i.corems,veg_leachate,20180508,,,,,,,,,,,,,,,,,,,,,,,,68.67,,,,,,60,21,40
Behnke2022_2020February22NegESI_Up_Hem_bark_L_0805_i.corems,20.0344027539164,16.5676056832273,8.9496775702409,0.00111311651694848,0.00213149661159535,0,399.335868269615,0.353920790178086,0.537814261842956,12.7511564705612,3.80147890032026,3.79823428719171,58.0112833098822,398.889948226208,0.369123150679392,0.080305848776061,0.450073430947982,0.820195613936685,5.83274238757908e-05,0,58.0112833098822,1169.90295976035,-8500.61340247872,-3.45915125287158,476.993266995039,0.0606604769702266,-138.550663984575,-2778.88242314962,-9301.10548002289,-15.4083621231156,465.155974345517,0.0525607839568773,Behnke2022,BEHNKE2022,X2020February22NegESI_Up_Hem_bark_L_0805_i_100scans_100msAccTime_done.csv.RelAbun,Behnke2022_2020February22NegESI_Up_Hem_bark_L_0805_i.corems,veg_leachate,20180508,,,,,,,,,,,,,,,,,,,,,,,,7.23,,,,,,60,21,40
Behnke2022_2020February22NegESI_Up_hem_needle_L_0805_i.corems,24.298074606626,23.6075231144538,11.2398748056087,0,0.0235536647744664,0,494.895768788155,0.196899963297567,0.425112649251878,13.4943130493991,2.25443824379038,2.23088457901591,61.4556766909678,494.343132783341,0.432999773146191,-0.0405500593322033,0.46370988968639,0.970646182949186,0,0,61.4556766909678,1495.97288472964,-10564.5766958288,-1.22863937628585,482.803886876993,0.0499163223383969,-139.987135923097,-3402.15227505921,-11536.3192219283,-11.6974266334527,465.168291930692,0.0430055482447671,Behnke2022,BEHNKE2022,X2020February22NegESI_Up_hem_needle_L_0805_i_100scans_190msAccTime_DOM.csv.RelAbun,Behnke2022_2020February22NegESI_Up_hem_needle_L_0805_i.corems,veg_leachate,20180508,,,,,,,,,,,,,,,,,,,,,,,,51.7,,,,,,60,21,40
Behnke2022_2020February22NegESI_Up_spruce_bark_L_0805_i.corems,20.5477924676531,18.7354131058952,8.97341936071052,0.00971729304544861,0.0099083033999993,0,408.430188872395,0.306400196459938,0.496124586993423,12.1849445612282,3.21152520051773,3.19189960407229,60.3621586918266,407.97411396491,0.362626335625144,-0.00218100673075401,0.443336106129077,0.89099640158869,0.000411356036583389,0,60.3621586918266,1260.11065390781,-8917.56880236112,-8.19489490913847,475.575930994904,0.0581760858897345,-139.495923739877,-2874.26348364591,-9738.53971550713,-19.8490165676927,465.154363499906,0.0505615579068128,Behnke2022,BEHNKE2022,X2020February22NegESI_Up_spruce_bark_L_0805_i_100scans_269msAccTime_done.csv.RelAbun,Behnke2022_2020February22NegESI_Up_spruce_bark_L_0805_i.corems,veg_leachate,20180508,,,,,,,,,,,,,,,,,,,,,,,,14.61,,,,,,60,21,40
Behnke2022_2020February22NegESI_Up_spruce_needle_L_0805_i.corems,23.0384095511031,23.6239290593685,9.73499825819059,0.0775060282935166,0.0191149294839345,0,456.669357644244,0.228269252875199,0.396980954146856,12.2651980355656,2.53019977737499,2.43357881959753,64.936091683999,456.159412383263,0.382165559986147,-0.162669883649088,0.427732450826082,1.03213170979637,0.00395811264093379,0,64.936091683999,1499.88685700697,-10286.2322215588,0.403358878941924,483.865521975514,0.0519484069493041,-141.216673075312,-3255.29337516241,-11204.3722791019,-8.59293410687929,465.353225955177,0.0449477057333864,Behnke2022,BEHNKE2022,X2020February22NegESI_Up_spruce_needle_L_0805_i_100scans_190msAccTime_DOM.csv.RelAbun,Behnke2022_2020February22NegESI_Up_spruce_needle_L_0805_i.corems,veg_leachate,20180508,,,,,,,,,,,,,,,,,,,,,,,,59.42,,,,,,60,21,40
Behnke2022_2020February23NegESI_Epi_L_0805_i.corems,22.7236031368622,23.0969035242452,11.1684810897028,0.000330711633488699,0.00417940962050707,0,473.73075547048,0.167456028324851,0.392749138299175,12.1753167305565,1.00683564085357,1.00232551959957,60.8668867993201,473.201754867472,0.412454805091256,-0.0198907648884235,0.493423831836599,1.00709044484511,1.25741984022285e-05,0,60.8668867993202,1391.62509528769,-9855.50789029641,-3.38020556077513,479.299581394518,0.0532197288697048,-139.702818714201,-3177.99404686486,-10763.5569407694,-14.2662693704266,465.150469184664,0.0460759903962033,Behnke2022,BEHNKE2022,X2020February23NegESI_Epi_L_0805_i_100scans_150msAccTime_done.csv.RelAbun,Behnke2022_2020February23NegESI_Epi_L_0805_i.corems,veg_leachate,20180508,,,,,,,,,,,,,,,,,,,,,,,,51.22,,,,,,60,21,40
Behnke2022_2020February23NegESI_Rain_0630_f.corems,16.8402109286523,18.8287797281993,6,0,0,0,316.020857865612,0.285246791241978,0.409444936924941,8.42582106455266,2.42582106455266,2.42582106455266,69.6359790091055,315.667974297463,0.243336574564782,-0.327578210845808,0.378489419848917,1.08455705054364,0,0,69.6359790091055,1210.08494125142,-7894.83659576727,-19.5667452236104,473.931232458962,0.0644009588558397,-143.221246289724,-2426.90680187778,-8567.66774527955,-29.119378665573,465.150871936264,0.0565722814986468,Behnke2022,BEHNKE2022,X2020February23NegESI_Rain_0630_i_100scans_150msAccTime_done.csv.RelAbun,Behnke2022_2020February23NegESI_Rain_0630_f.corems,precip,20180630,,,,,,,,,,,,,,,,,,,,,,,,21.25,,,,,,60,21,40
Behnke2022_2020February25NegESI_FW_spruce_stem_0630_i_redo.corems,18.4903854809583,20.931911176962,9.28269932763174,0.0231462059251081,0.022855187021909,0,391.503882181293,0.103499480998546,0.322456449544559,9.03600299543977,-0.246696332191965,-0.292697725138982,63.335385683925,391.066706919353,0.32843213886956,-0.106504760839469,0.508781515250108,1.13063029743467,0.00127815352437288,0,63.335385683925,1179.13410510335,-8174.09471670351,-11.2484931719002,473.305401776202,0.0616930983766176,-140.692536429379,-2604.61471880087,-8912.8450544637,-22.2247526906597,465.175950307842,0.054026022679853,Behnke2022,BEHNKE2022,X2020February25NegESI_FW_spruce_stem_0630_i_redo_100scans_132msAccTime_done.csv.RelAbun,Behnke2022_2020February25NegESI_FW_spruce_stem_0630_i_redo.corems,stemflow,20180630,,,,,,,,,,,,,,,,,,,,,,,,9.56,,,,,,60,21,40
Behnke2022_2020February26NegESI_Up_spruce_stem_0630_i_redo2.corems,18.4813760197869,18.8501850245288,9.49564172098113,0.0123791569773838,0.0203029353017526,0,392.471375764181,0.1597475306778,0.391105941885108,10.0624730860112,0.566831365030104,0.534149272750965,59.5500015736706,392.033122410013,0.346844514994716,0.0263157342571686,0.519610087262704,1.01729027003752,0.000632683229873775,0,59.5500015736706,1108.18998386253,-7937.46014938136,-8.12870349727822,473.274790462622,0.0639387754676642,-139.192220539295,-2575.39304459564,-8676.17873726286,-20.1399949865179,465.15633820993,0.0557693473780616,Behnke2022,BEHNKE2022,X2020February26NegESI_Up_spruce_stem_0630_i_redo2_100scans_128msAccTime_done.csv.RelAbun,Behnke2022_2020February26NegESI_Up_spruce_stem_0630_i_redo2.corems,stemflow,20180630,,,,,,,,,,,,,,,,,,,,,,,,11.65,,,,,,60,21,40
Drake2019_DRC_S10.corems,20.9052486870197,21.6932989234871,11.4878581899322,0.12853332078673,0.0483846366028491,0,458.812886956871,0.0748653969869765,0.346066692318907,11.1228658856695,-0.364992304262716,-0.541910261652297,57.5460437642461,458.30054296236,0.409246106582253,0.0966300433597774,0.556990958079099,1.04304828505923,0.00666723860630748,0,57.5460437642461,1210.29007510691,-8835.51305858241,-4.97192966148453,473.913747183873,0.0571256272966289,-138.20981209397,-2892.22282259058,-9667.55584195246,-17.1450678432601,465.209801856595,0.0497530588634074,Drake2019,Drake2018,10,Drake2019_DRC_S10.corems,river,20170421,-2.15216,28.85824,,,,,,,,,,,,,,,,0.62,DOC,997,CO2,ppm,7.18,39,9.3,,,,,60,21,50
Drake2019_DRC_S11.corems,20.2670515444177,21.1437337120487,10.9498484106028,0.294317512871512,0.060085502507679,0,444.690824411883,0.0849222374725986,0.345210233868115,10.8423434448291,-0.107504965773692,-0.461907981152883,57.3724985707634,444.194252266747,0.394855808408067,0.102719348394263,0.548586125037759,1.04763684019065,0.0154041751727641,0,57.3724985707634,1171.96923852397,-8561.2424551674,-3.36047984182668,475.376865333381,0.0592288673893949,-137.816496819491,-2797.1230332409,-9361.63058879447,-15.01120004119,465.29413552982,0.051578120542024,Drake2019,Drake2018,11,Drake2019_DRC_S11.corems,river,20170427,-2.43541,28.83188,,,,,,,,,,,,,,,,1.77,DOC,1371,CO2,ppm,7.4,14,2.9,,,,,60,21,50
Drake2019_DRC_S13.corems,20.6663996389567,21.3544009603005,11.8295304477679,0.188843517294511,0.0393112589448029,0,461.624600590041,0.0612236857664181,0.337372487572965,11.0836209174536,-0.745909530314255,-0.974064306553566,55.9532114595676,461.109117428555,0.416335891867734,0.152518896155518,0.579014210200681,1.03896353031275,0.00967469551044394,0,55.9532114595676,1162.11422758634,-8621.00555413784,-2.30305040381835,475.107900709549,0.0584275044246302,-137.424244117501,-2842.56548671418,-9440.73325960249,-14.559691047572,465.234967907948,0.0507774330376462,Drake2019,Drake2018,13,Drake2019_DRC_S13.corems,river,20170427,-2.46116,28.83657,,,,,,,,,,,,,,,,2.88,DOC,1443,CO2,ppm,6.61,20,3.5,,,,,60,21,50
Drake2019_DRC_S14.corems,20.8520804543837,21.3747393971304,11.6861770697355,0.115903895260559,0.0477197745329475,0,460.827801652524,0.073894936312998,0.3494450777607,11.2226627034487,-0.463514366286864,-0.627138036080372,56.6187125527303,460.313207074691,0.4150182095118,0.12916798060596,0.56829230945298,1.03108095275193,0.00606154333383522,0,56.6187125527303,1187.81862104946,-8748.92466945699,-4.48877217785257,473.812515245164,0.0577870151713403,-137.857032233975,-2877.54296027701,-9579.32120788308,-16.9639663875693,465.197579473461,0.0502797092690943,Drake2019,Drake2018,14,Drake2019_DRC_S14.corems,river,20170417,-2.63392,28.69857,,,,,,,,,,,,,,,,1.62,DOC,695,CO2,ppm,7.04,16,7.3,,,,,60,21,50
Drake2019_DRC_S17.corems,19.4532646173658,24.025661901217,9.36741714147429,0.211089097362182,0.207625032302783,0,416.070698302366,0.0469720213261059,0.250130538778906,8.54597821543834,-0.821438926035926,-1.24015305570089,65.4850420911444,415.606086156731,0.336673813222226,-0.18193130144365,0.495374082528771,1.23217374593892,0.0121408508465929,0,65.4850420911443,1293.93769888209,-8776.30742863473,-12.9884921103277,475.095930089359,0.058561764229766,-141.528857832543,-2761.58393441004,-9553.40171319189,-23.299273592656,465.355306659262,0.0512505462286541,Drake2019,Drake2018,17,Drake2019_DRC_S17.corems,river,20170417,-2.61239,28.71181,,,,,,,,,,,,,,,,0.36,DOC,981,CO2,ppm,6.99,20,1.6,,,,,60,21,50
Drake2019_DRC_S19.corems,19.8600086442786,21.9221864436488,10.7485056684798,0.234259116693638,0.0677004741941003,0,436.77285804049,0.056813580170875,0.304586072176789,10.0160449808008,-0.732460687678935,-1.03442027856667,59.2064941222124,436.285127743861,0.379295934726091,0.0383686272908011,0.549825019960152,1.10658890568427,0.0124811325565195,0,59.2064941222124,1185.78793028426,-8512.80449648083,-2.58492803007925,477.245552635558,0.0595908489805183,-138.688179731885,-2758.47471900859,-9299.6335129758,-13.6354003876959,465.310937454663,0.0518160247840607,Drake2019,Drake2018,19,Drake2019_DRC_S19.corems,river,20170424,-2.581739,28.727643,,,,,,,,,,,,,,,,1.56,DOC,2485,CO2,ppm,5.7,12,2.9,,,,,60,21,50
Drake2019_DRC_S5.corems,19.8326274243336,22.7163565021527,10.4105368325309,0.216891102572742,0.0800591204968576,0,431.99081112305,0.0585798381720263,0.286735830436734,9.58289472454354,-0.827642107987349,-1.12459233105695,61.3656800704074,431.508420419616,0.366421786951589,-0.03739228317219,0.534961699048314,1.15214540938286,0.0116940356677128,0,61.3656800704074,1226.81543540611,-8642.11556056554,-6.39945965255496,476.022920219558,0.0594607471341459,-139.625007924477,-2772.99564324359,-9429.03828642205,-17.1909478714466,465.317932117508,0.0518708030367724,Drake2019,Drake2018,5,Drake2019_DRC_S5.corems,river,20170421,-2.23921,28.83293,,,,,,,,,,,,,,,,7.87,DOC,341,CO2,ppm,7.92,3.2,0.5,,,,,60,21,50
Drake2019_DRC_S6.corems,20.4269316901011,23.835411785169,10.5334983152521,0.168074782969142,0.0645647103109713,0,441.038065735264,0.0410438439451339,0.275307305451747,9.59326318900117,-0.940235126250918,-1.17287461953103,62.7116128228662,440.545572436591,0.368110365344258,-0.0846179937847767,0.524023776890132,1.16619845658099,0.00881039205951488,0,62.7116128228662,1292.59323038946,-8997.01294477194,-3.90572371314032,478.241165926759,0.0563831715602925,-140.22827975838,-2869.24719738799,-9809.01174851735,-14.01677850464,465.330853892454,0.0490894789054138,Drake2019,Drake2018,6,Drake2019_DRC_S6.corems,river,20170415,-2.38625,28.73741,,,,,,,,,,,,,,,,1.95,DOC,478,CO2,ppm,7.87,7.6,1.6,,,,,60,21,50
Drake2019_DRC_S7.corems,20.6866415505878,20.9553273921314,11.6774190748517,0.130083023134335,0.0375891565908445,0,458.154412048161,0.0764443826040458,0.357178878158246,11.2740193660893,-0.40339970876243,-0.571071888487609,55.9589983599114,457.642803293201,0.414943238400956,0.152315847020655,0.572545707803178,1.01764099775993,0.00685175658346312,0,55.9589983599114,1165.75374850598,-8637.71905542684,-3.95021669949626,473.763260491695,0.0584063474409969,-137.536964631804,-2848.63965665371,-9460.53440602949,-16.5451497077844,465.205644333553,0.0508034163086975,Drake2019,Drake2018,7,Drake2019_DRC_S7.corems,river,20170421,-2.11852,28.87543,,,,,,,,,,,,,,,,2.94,DOC,251,CO2,ppm,7.89,4.3,1.4,,,,,60,21,50
Drake2019_DRC_S9.corems,20.5207966920079,23.2454769084097,10.7949546928179,0.200913234334659,0.0648653811624893,0,446.221319392392,0.0449536931381141,0.291531498745263,9.99851485497023,-0.796439837847646,-1.0622184533448,60.9778009380543,445.723037815868,0.379751959605564,-0.0237824890545322,0.534822403508057,1.13151251152469,0.0103754222361478,0,60.9778009380543,1263.71230666525,-8923.23387581628,-2.15210325296057,478.656817658781,0.0567705190452646,-139.466098059623,-2867.15681673933,-9737.68293775868,-12.5966698801629,465.337010276338,0.049334479510993,Drake2019,Drake2018,9,Drake2019_DRC_S9.corems,river,20170415,-2.39167,28.74664,,,,,,,,,,,,,,,,2.82,DOC,1113,CO2,ppm,7.07,3.6,1.5,,,,,60,21,50
ECA2_0001_01_p15.corems,18.3282328236558,27.7873184881455,6.88250668104172,0.164705904338972,0.286328277415545,0,368.482276266878,0.0332687299642097,0.129267031017334,5.51692653175248,-1.36558014928923,-1.81661433104374,80.4195043824249,368.070810013152,0.243796793573351,-0.70594752219035,0.379294593079518,1.52644478915378,0.00925426896144256,0,80.419504382425,1474.42506872554,-9112.87194898138,-45.4722316139253,469.789838499572,0.0500940054214125,-147.867402962597,-2709.47417908162,-9850.01457343816,-54.4579299964482,465.23329805148,0.0446579833733757,ECA2,ECA2,ECA2_0001_01,ECA2_0001_01_p15.corems,sediment,20200824,39.1055243,-96.6054661,,,,,,,,,,,,,,,,9.4,NPOC,,,,,,,,,,,,,
